edad,tipo_empleo,codigo,nivel_educativo,experiencia,estado_civil,ocupacion,raza,genero,ganancias,perdidas,horas_semanales,pais,salario
31.0,Federal-gov,484669,Post-Secondary Education,10,Never-married,Tech-support,White,Male,0,0,40,United-States,<=50K
38.0,State-gov,314052,High School,9,Divorced,Adm-clerical,White,Female,0,0,38,United-States,<=50K
43.0,State-gov,38537,Post-Secondary Education,10,Divorced,Exec-managerial,Black,Female,0,0,38,United-States,<=50K
27.0,Private,165412,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K
42.0,Private,198341,Advanced Education,14,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0,1902,55,India,>50K
46.0,Private,116635,Advanced Education,13,Separated,Prof-specialty,Black,Female,0,0,36,United-States,<=50K
20.0,Private,185452,High School,9,Never-married,Adm-clerical,White,Female,0,0,40,United-States,<=50K
42.0,Private,118686,Post-Secondary Education,10,Divorced,Prof-specialty,White,Female,0,0,20,United-States,<=50K
69.0,Private,76939,High School,9,Widowed,Exec-managerial,White,Female,0,0,40,United-States,<=50K
47.0,Federal-gov,160646,Post-Secondary Education,11,Married-civ-spouse,Adm-clerical,White,Female,0,0,35,United-States,<=50K
49.0,State-gov,126754,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Portugal,<=50K
20.0,Private,211049,Post-Secondary Education,10,Never-married,Exec-managerial,White,Female,0,0,30,United-States,<=50K
52.0,Private,311931,Basic Education,3,Married-civ-spouse,Sales,White,Female,0,0,15,El-Salvador,<=50K
33.0,Private,283602,Basic Education,3,Married-civ-spouse,Other-service,White,Male,0,0,59,Mexico,<=50K
18.0,Private,155021,Basic Education,7,Never-married,Other-service,White,Female,0,0,6,United-States,<=50K
55.0,Self-emp-not-inc,100569,High School,9,Separated,Farming-fishing,White,Female,0,0,55,United-States,<=50K
61.0,Private,380462,Basic Education,4,Married-civ-spouse,Farming-fishing,Black,Male,0,0,40,United-States,<=50K
61.0,Federal-gov,221943,Post-Secondary Education,10,Married-civ-spouse,Adm-clerical,White,Male,9386,0,40,United-States,>50K
39.0,Private,114544,Advanced Education,13,Divorced,Exec-managerial,White,Male,0,0,45,United-States,>50K
30.0,Private,248584,Post-Secondary Education,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K
61.0,Private,227468,High School,9,Divorced,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
36.0,Private,66173,Post-Secondary Education,12,Married-civ-spouse,Sales,White,Female,0,0,15,United-States,<=50K
34.0,Private,107624,Post-Secondary Education,10,Married-civ-spouse,Craft-repair,White,Male,0,0,50,United-States,<=50K
53.0,Private,70387,Advanced Education,14,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,4386,0,40,India,>50K
38.0,Private,423616,Post-Secondary Education,11,Married-civ-spouse,Tech-support,White,Female,0,0,36,United-States,>50K
46.0,Private,98637,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Male,7298,0,50,United-States,>50K
27.0,Local-gov,216013,High School,9,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
32.0,Self-emp-not-inc,210926,Basic Education,7,Separated,Handlers-cleaners,White,Female,0,0,40,Nicaragua,<=50K
60.0,Local-gov,255711,Advanced Education,13,Widowed,Prof-specialty,White,Female,0,0,60,United-States,>50K
23.0,Private,77581,Advanced Education,13,Never-married,Exec-managerial,White,Male,0,0,40,United-States,<=50K
29.0,Private,152461,Advanced Education,13,Never-married,Prof-specialty,White,Female,14344,0,50,United-States,>50K
22.0,Private,203263,High School,9,Never-married,Craft-repair,White,Male,0,0,50,United-States,<=50K
25.0,Private,261519,High School,9,Never-married,Sales,White,Male,0,0,35,United-States,<=50K
29.0,Private,91189,Advanced Education,13,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,48,United-States,<=50K
36.78373786407767,Federal-gov,195433,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,30,United-States,<=50K
37.0,Local-gov,272471,High School,9,Divorced,Adm-clerical,White,Female,0,0,40,United-States,<=50K
32.0,Private,311524,High School,9,Never-married,Craft-repair,Black,Male,0,0,38,United-States,<=50K
18.0,Private,151386,High School,9,Married-spouse-absent,Other-service,Black,Male,0,0,40,Jamaica,<=50K
35.0,Private,187625,Post-Secondary Education,10,Never-married,Other-service,White,Female,0,0,65,United-States,<=50K
50.0,Private,108933,Basic Education,5,Married-civ-spouse,Craft-repair,White,Male,2885,0,40,United-States,<=50K
54.0,Private,135388,High School,9,Married-civ-spouse,Craft-repair,White,Male,5178,0,40,United-States,>50K
43.0,Private,169383,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,45,United-States,>50K
28.0,Self-emp-inc,191129,High School,9,Never-married,Exec-managerial,White,Male,0,0,65,United-States,>50K
51.0,Private,467611,Basic Education,5,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,Mexico,<=50K
31.0,Private,373185,Post-Secondary Education,10,Never-married,Craft-repair,White,Male,0,0,42,Mexico,<=50K
69.0,Private,130060,High School,9,Separated,Transport-moving,Black,Female,2387,0,40,United-States,<=50K
57.0,Private,199934,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,>50K
71.0,Private,116165,Post-Secondary Education,10,Widowed,Adm-clerical,White,Female,0,0,14,Canada,<=50K
28.0,Private,42881,Basic Education,6,Divorced,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
28.0,Private,174666,Basic Education,6,Separated,Adm-clerical,White,Male,0,0,80,United-States,<=50K
25.0,Private,169759,High School,9,Never-married,Handlers-cleaners,White,Male,0,0,95,United-States,<=50K
49.0,Self-emp-not-inc,181547,Post-Secondary Education,12,Married-civ-spouse,Craft-repair,White,Male,0,0,30,Columbia,<=50K
52.0,Private,95704,Basic Education,5,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
23.0,Private,237432,Advanced Education,13,Never-married,Prof-specialty,White,Male,0,0,40,United-States,<=50K
32.0,Private,226267,Basic Education,3,Married-spouse-absent,Craft-repair,White,Male,0,0,40,El-Salvador,<=50K
31.0,Private,159979,Post-Secondary Education,10,Never-married,Sales,Asian-Pac-Islander,Female,0,0,50,United-States,<=50K
30.0,Private,203488,High School,9,Never-married,Craft-repair,White,Male,0,0,50,United-States,<=50K
24.0,Private,403671,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,60,United-States,<=50K
45.0,Private,192323,Post-Secondary Education,12,Married-civ-spouse,Craft-repair,White,Male,0,0,66,Yugoslavia,<=50K
30.0,Private,167832,High School,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
52.0,Private,145166,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Male,15024,0,55,United-States,>50K
42.0,State-gov,155657,High School,9,Divorced,Adm-clerical,Black,Female,0,0,25,United-States,<=50K
49.0,Private,116789,High School,9,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,United-States,<=50K
20.0,Private,39234,High School,9,Never-married,Other-service,White,Male,0,0,30,United-States,<=50K
25.0,Private,124111,Advanced Education,13,Never-married,Adm-clerical,White,Female,0,0,40,United-States,<=50K
41.0,Private,172828,Basic Education,5,Married-civ-spouse,Other-service,White,Male,0,0,55,Outlying-US(Guam-USVI-etc),<=50K
55.0,Private,143372,High School,9,Divorced,Sales,Black,Female,0,0,40,United-States,<=50K
31.0,Self-emp-not-inc,265807,Post-Secondary Education,11,Married-civ-spouse,Exec-managerial,White,Male,3137,0,50,United-States,<=50K
25.0,State-gov,218184,Advanced Education,13,Never-married,Protective-serv,Black,Female,0,0,40,United-States,<=50K
32.0,Private,154087,High School,9,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,<=50K
29.0,Federal-gov,440647,Post-Secondary Education,10,Never-married,Adm-clerical,White,Male,0,0,40,United-States,<=50K
37.0,Private,193952,High School,9,Divorced,Other-service,Black,Female,0,0,40,United-States,<=50K
52.0,Private,125932,Basic Education,4,Widowed,Other-service,White,Female,0,0,40,United-States,<=50K
19.0,Private,284652,Post-Secondary Education,10,Never-married,Adm-clerical,White,Female,0,0,15,United-States,<=50K
21.0,Private,214635,Post-Secondary Education,10,Never-married,Adm-clerical,White,Male,0,0,24,United-States,<=50K
43.0,Private,173316,Post-Secondary Education,12,Divorced,Craft-repair,White,Male,0,0,40,United-States,<=50K
39.0,State-gov,65390,Post-Secondary Education,10,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,<=50K
40.0,Self-emp-inc,45054,Post-Secondary Education,10,Married-civ-spouse,Transport-moving,White,Male,0,0,40,United-States,>50K
54.0,Private,185042,Basic Education,2,Separated,Priv-house-serv,White,Female,0,0,40,Mexico,<=50K
35.0,Private,117381,Advanced Education,13,Divorced,Sales,White,Male,0,0,40,United-States,<=50K
34.0,Private,258666,Post-Secondary Education,11,Never-married,Tech-support,White,Female,0,1974,40,United-States,<=50K
35.0,Private,179668,Post-Secondary Education,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,>50K
57.0,Private,127277,Advanced Education,16,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0,0,40,Taiwan,>50K
26.0,Private,192022,Advanced Education,13,Never-married,Other-service,White,Female,0,0,40,United-States,<=50K
55.0,Self-emp-not-inc,99551,Advanced Education,13,Widowed,Sales,White,Female,0,0,15,United-States,<=50K
51.0,Private,208899,Advanced Education,13,Separated,Adm-clerical,White,Female,0,0,40,United-States,<=50K
35.0,Private,287658,Post-Secondary Education,12,Never-married,Transport-moving,Black,Male,0,0,30,Jamaica,<=50K
31.0,Private,196125,High School,9,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
17.0,Private,275051,Basic Education,7,Never-married,Adm-clerical,White,Female,0,0,8,United-States,<=50K
38.0,Private,23892,High School,9,Married-civ-spouse,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
39.0,Federal-gov,376455,Advanced Education,15,Married-civ-spouse,Prof-specialty,White,Male,0,1887,50,United-States,>50K
29.0,Private,267989,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,45,United-States,<=50K
39.0,Private,30269,Post-Secondary Education,11,Divorced,Sales,White,Female,0,0,40,United-States,<=50K
42.0,Private,204235,Post-Secondary Education,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,>50K
46.0,Local-gov,209057,Advanced Education,14,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,United-States,>50K
73.0,Private,349347,Basic Education,4,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,25,United-States,<=50K
47.0,Local-gov,154033,Post-Secondary Education,10,Divorced,Prof-specialty,White,Female,0,1876,40,United-States,<=50K
28.0,Private,124680,High School,9,Never-married,Sales,White,Female,0,0,70,United-States,<=50K
27.0,Private,132805,Basic Education,6,Never-married,Sales,White,Male,0,1980,40,United-States,<=50K
38.0,Private,99233,Advanced Education,15,Never-married,Exec-managerial,White,Male,0,0,40,United-States,>50K
19.0,Private,224849,High School,9,Never-married,Sales,White,Male,0,0,35,United-States,<=50K
60.0,Local-gov,101110,Post-Secondary Education,11,Divorced,Prof-specialty,White,Male,0,0,40,United-States,>50K
24.0,Private,184839,Post-Secondary Education,10,Never-married,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
52.0,Private,302847,Basic Education,7,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
36.0,Private,181322,Advanced Education,13,Divorced,Exec-managerial,White,Female,0,0,45,United-States,<=50K
26.0,Local-gov,192213,Advanced Education,14,Never-married,Prof-specialty,White,Female,0,0,40,Canada,<=50K
28.0,State-gov,37250,Advanced Education,13,Never-married,Prof-specialty,White,Male,0,0,16,United-States,<=50K
38.0,Self-emp-inc,140854,Advanced Education,13,Married-civ-spouse,Craft-repair,White,Male,0,0,50,United-States,>50K
47.0,Private,158286,Advanced Education,14,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,United-States,>50K
50.0,Private,269095,Advanced Education,13,Divorced,Exec-managerial,White,Female,0,0,40,United-States,>50K
27.0,Private,279960,High School,9,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,<=50K
47.0,Private,176239,Post-Secondary Education,10,Widowed,Prof-specialty,White,Female,0,0,40,United-States,<=50K
36.0,Private,115360,Basic Education,6,Married-civ-spouse,Machine-op-inspct,White,Female,3464,0,40,United-States,<=50K
49.0,Private,337666,High School,9,Divorced,Machine-op-inspct,Black,Male,0,0,40,United-States,<=50K
68.0,Private,255276,Post-Secondary Education,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,48,United-States,>50K
63.0,Private,145212,High School,9,Divorced,Exec-managerial,White,Female,0,0,40,United-States,<=50K
36.0,Private,185099,High School,9,Married-civ-spouse,Transport-moving,White,Male,0,0,70,United-States,>50K
42.0,Private,142756,Post-Secondary Education,10,Divorced,Adm-clerical,White,Female,0,0,35,United-States,<=50K
28.0,Private,156300,Advanced Education,14,Never-married,Exec-managerial,Black,Female,0,0,45,United-States,<=50K
68.0,Private,186266,High School,9,Married-civ-spouse,Adm-clerical,White,Female,0,0,8,United-States,<=50K
38.0,Private,219137,High School,9,Married-civ-spouse,Adm-clerical,White,Female,0,0,22,United-States,<=50K
43.0,Private,110970,Advanced Education,13,Married-civ-spouse,Prof-specialty,White,Male,0,1902,40,United-States,>50K
49.0,Private,203067,Post-Secondary Education,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,>50K
59.0,Private,148844,High School,9,Divorced,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
25.0,Private,154941,Advanced Education,13,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,>50K
26.0,Private,124111,Post-Secondary Education,12,Never-married,Prof-specialty,White,Female,0,0,36,United-States,<=50K
59.0,Private,157303,Post-Secondary Education,10,Divorced,Prof-specialty,White,Female,0,0,48,United-States,<=50K
34.0,Private,113838,Post-Secondary Education,10,Married-civ-spouse,Craft-repair,White,Male,0,0,45,United-States,<=50K
34.0,Private,165737,Advanced Education,14,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0,0,43,India,>50K
67.0,Private,140849,High School,9,Widowed,Other-service,White,Female,0,0,24,United-States,<=50K
45.0,Private,200363,Post-Secondary Education,11,Divorced,Exec-managerial,White,Female,0,0,44,United-States,<=50K
64.0,Private,180247,Basic Education,4,Married-civ-spouse,Craft-repair,Black,Male,0,0,40,United-States,<=50K
51.0,Private,82578,Advanced Education,14,Married-civ-spouse,Prof-specialty,White,Male,0,0,38,Canada,>50K
31.0,Private,227146,Advanced Education,13,Married-civ-spouse,Sales,White,Male,0,0,55,United-States,>50K
42.0,Self-emp-inc,348886,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,45,United-States,>50K
65.0,Private,90907,Basic Education,3,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
23.0,Private,142766,Post-Secondary Education,10,Never-married,Adm-clerical,White,Male,0,0,20,United-States,<=50K
31.0,Private,246439,Post-Secondary Education,10,Married-civ-spouse,Craft-repair,White,Male,0,0,45,United-States,<=50K
33.0,Private,184784,Basic Education,6,Divorced,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
17.0,Local-gov,195262,Basic Education,7,Never-married,Craft-repair,White,Male,0,0,35,United-States,<=50K
63.0,Private,167967,Advanced Education,14,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,46,United-States,<=50K
48.0,Private,145636,High School,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,60,United-States,>50K
45.0,Local-gov,170099,Post-Secondary Education,12,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
17.0,Private,228253,Basic Education,6,Never-married,Handlers-cleaners,White,Male,0,0,10,United-States,<=50K
26.0,Local-gov,205570,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K
38.0,Federal-gov,506830,Post-Secondary Education,10,Divorced,Tech-support,Black,Female,0,0,40,United-States,<=50K
29.0,Private,412435,High School,9,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,Outlying-US(Guam-USVI-etc),<=50K
44.0,Private,163331,Post-Secondary Education,10,Widowed,Adm-clerical,White,Female,0,0,32,United-States,<=50K
43.0,Federal-gov,222756,Advanced Education,14,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K
39.0,State-gov,318918,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,<=50K
43.0,Private,105188,High School,9,Never-married,Other-service,Black,Male,0,0,40,Haiti,<=50K
23.0,Private,199884,High School,9,Never-married,Adm-clerical,White,Female,0,0,45,United-States,<=50K
19.0,Private,96483,High School,9,Never-married,Other-service,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
49.0,Self-emp-not-inc,192203,Basic Education,5,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Canada,<=50K
52.0,Private,203392,Post-Secondary Education,10,Married-civ-spouse,Craft-repair,White,Male,5013,0,40,United-States,<=50K
32.0,Private,99646,High School,9,Married-civ-spouse,Transport-moving,White,Male,0,0,50,United-States,<=50K
38.0,Private,167440,Advanced Education,13,Married-civ-spouse,Transport-moving,White,Male,4508,0,40,United-States,<=50K
25.0,Private,210095,Basic Education,3,Never-married,Adm-clerical,White,Female,0,0,25,El-Salvador,<=50K
44.0,Private,219591,Post-Secondary Education,10,Divorced,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
63.0,Private,30270,Basic Education,4,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,<=50K
42.0,Local-gov,226020,High School,9,Separated,Other-service,Black,Female,0,0,60,United-States,<=50K
21.0,Private,314165,Post-Secondary Education,10,Never-married,Sales,White,Male,0,0,40,Columbia,<=50K
32.0,Private,330715,Post-Secondary Education,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K
24.0,Self-emp-not-inc,35448,High School,9,Separated,Other-service,White,Female,0,0,50,United-States,<=50K
50.0,State-gov,172970,High School,9,Married-civ-spouse,Transport-moving,White,Male,0,0,40,Puerto-Rico,<=50K
26.0,Self-emp-inc,189502,Advanced Education,13,Married-civ-spouse,Sales,White,Male,0,0,80,United-States,>50K
35.0,Private,61518,High School,9,Married-civ-spouse,Exec-managerial,White,Male,0,0,35,United-States,<=50K
31.0,Private,574005,Advanced Education,13,Married-civ-spouse,Craft-repair,White,Male,0,0,44,United-States,>50K
24.0,Private,281356,Basic Education,2,Never-married,Farming-fishing,Other,Male,0,0,66,Mexico,<=50K
40.0,Private,138975,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,56,United-States,<=50K
31.0,Private,176969,Advanced Education,13,Never-married,Exec-managerial,White,Male,0,0,55,United-States,<=50K
43.0,Private,132393,High School,9,Never-married,Handlers-cleaners,White,Male,0,0,40,Poland,<=50K
44.0,Private,194924,High School,9,Married-civ-spouse,Sales,White,Male,0,0,35,United-States,>50K
40.0,Private,478205,Advanced Education,13,Never-married,Prof-specialty,White,Female,0,0,40,United-States,<=50K
75.0,Private,128224,Basic Education,3,Married-civ-spouse,Adm-clerical,White,Male,0,0,25,United-States,<=50K
52.0,Local-gov,30118,Post-Secondary Education,10,Married-civ-spouse,Protective-serv,White,Male,3137,0,42,United-States,<=50K
51.0,Self-emp-not-inc,290688,Basic Education,3,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K
39.0,State-gov,85566,Advanced Education,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,<=50K
40.0,Private,121874,Post-Secondary Education,12,Married-civ-spouse,Sales,White,Male,7688,0,50,United-States,>50K
40.0,Self-emp-not-inc,29036,Post-Secondary Education,10,Never-married,Machine-op-inspct,White,Male,0,0,35,United-States,<=50K
33.0,Private,348152,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K
38.0,Local-gov,73715,Post-Secondary Education,10,Married-civ-spouse,Protective-serv,White,Male,0,0,60,United-States,>50K
29.0,Private,151382,Post-Secondary Education,11,Divorced,Handlers-cleaners,White,Male,0,0,50,United-States,<=50K
37.0,Private,236359,Post-Secondary Education,10,Divorced,Adm-clerical,Black,Female,0,0,37,United-States,<=50K
37.0,Private,19899,High School,9,Married-civ-spouse,Craft-repair,White,Male,15024,0,45,United-States,>50K
19.0,Private,138760,High School,9,Never-married,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
46.0,Local-gov,354962,High School,9,Married-civ-spouse,Machine-op-inspct,Black,Male,0,0,40,United-States,<=50K
46.0,Private,181363,Post-Secondary Education,12,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,>50K
37.0,Private,393360,Post-Secondary Education,10,Never-married,Protective-serv,Black,Male,0,0,30,United-States,<=50K
34.0,Private,210736,Post-Secondary Education,10,Separated,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
38.0,Private,110013,Post-Secondary Education,10,Divorced,Adm-clerical,White,Female,0,0,43,United-States,<=50K
26.0,Private,193304,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K
34.0,Private,118551,Advanced Education,13,Never-married,Other-service,White,Female,0,0,35,United-States,<=50K
57.0,Private,201991,Advanced Education,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,<=50K
33.0,Private,157446,Basic Education,7,Never-married,Craft-repair,White,Male,0,0,65,United-States,<=50K
26.0,Local-gov,283217,Post-Secondary Education,10,Never-married,Protective-serv,White,Male,0,0,40,United-States,<=50K
20.0,Private,247794,High School,9,Never-married,Sales,White,Female,0,0,84,United-States,<=50K
38.0,Private,43712,Advanced Education,13,Married-civ-spouse,Prof-specialty,White,Male,7298,0,60,United-States,>50K
61.0,Private,35649,Post-Secondary Education,10,Married-civ-spouse,Other-service,White,Male,0,0,6,United-States,<=50K
36.0,Self-emp-not-inc,342719,Advanced Education,16,Married-civ-spouse,Prof-specialty,White,Male,0,0,45,United-States,>50K
61.0,Private,71467,High School,9,Married-civ-spouse,Exec-managerial,White,Male,3103,0,40,United-States,>50K
17.0,Private,271837,Post-Secondary Education,10,Never-married,Craft-repair,White,Male,0,0,16,United-States,<=50K
40.0,Private,400061,Post-Secondary Education,10,Married-civ-spouse,Machine-op-inspct,Other,Male,0,0,40,United-States,>50K
18.0,Private,62972,Basic Education,7,Never-married,Other-service,White,Male,0,0,16,United-States,<=50K
21.0,Private,174907,Post-Secondary Education,12,Never-married,Sales,White,Female,0,0,32,United-States,<=50K
41.0,Private,176452,High School,9,Never-married,Other-service,White,Male,0,0,40,Peru,<=50K
46.0,Private,268358,Basic Education,7,Separated,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
55.0,Federal-gov,176904,High School,9,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,<=50K
27.0,Private,176683,Post-Secondary Education,12,Never-married,Sales,White,Male,0,0,52,United-States,<=50K
39.0,Private,98077,High School,9,Married-civ-spouse,Other-service,White,Male,0,0,42,United-States,<=50K
36.0,Private,266461,High School,9,Never-married,Transport-moving,Black,Male,0,0,48,United-States,<=50K
51.0,Private,312477,Post-Secondary Education,10,Married-civ-spouse,Transport-moving,White,Male,3908,0,40,United-States,<=50K
27.0,Private,604045,Advanced Education,13,Never-married,Sales,White,Male,0,0,40,United-States,<=50K
30.0,Local-gov,131568,Advanced Education,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,>50K
42.0,Private,97688,High School,9,Divorced,Sales,White,Male,0,0,47,United-States,<=50K
23.0,Private,373628,Advanced Education,13,Never-married,Other-service,White,Female,0,0,20,United-States,<=50K
56.0,Private,367984,Post-Secondary Education,11,Married-civ-spouse,Exec-managerial,White,Male,15024,0,40,United-States,>50K
41.0,Self-emp-not-inc,193459,Post-Secondary Education,10,Married-civ-spouse,Craft-repair,White,Male,0,0,50,United-States,<=50K
49.0,Private,250733,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,46,United-States,<=50K
46.0,Federal-gov,199725,Post-Secondary Education,11,Divorced,Craft-repair,Amer-Indian-Eskimo,Female,0,0,60,United-States,<=50K
54.0,Private,156877,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Greece,<=50K
38.0,Private,122076,Post-Secondary Education,10,Married-civ-spouse,Transport-moving,White,Male,7298,0,43,United-States,>50K
45.0,Self-emp-not-inc,216402,Advanced Education,15,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0,0,50,India,>50K
50.0,Self-emp-not-inc,42402,Advanced Education,15,Married-civ-spouse,Prof-specialty,White,Male,0,2415,30,United-States,>50K
22.0,Private,315974,Post-Secondary Education,10,Never-married,Sales,White,Female,0,0,40,United-States,<=50K
31.0,Private,63437,High School,9,Never-married,Farming-fishing,White,Male,0,0,40,Ireland,<=50K
27.0,Private,160786,High School,9,Divorced,Other-service,White,Male,0,0,30,United-States,<=50K
34.0,Private,85374,High School,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K
46.0,Private,465974,Basic Education,7,Never-married,Transport-moving,White,Male,0,0,30,United-States,<=50K
47.0,Private,78529,Advanced Education,13,Married-civ-spouse,Sales,White,Male,0,0,60,United-States,>50K
36.0,State-gov,98037,Post-Secondary Education,11,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
22.0,Private,178390,High School,9,Never-married,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
51.0,Private,210940,High School,9,Married-civ-spouse,Sales,White,Male,0,2002,45,United-States,<=50K
43.0,Private,64506,Post-Secondary Education,10,Divorced,Other-service,White,Male,0,0,30,United-States,<=50K
54.0,Private,128378,Post-Secondary Education,10,Widowed,Prof-specialty,White,Male,0,0,50,United-States,<=50K
24.0,Private,234460,Basic Education,5,Never-married,Machine-op-inspct,Black,Female,0,0,40,Dominican-Republic,<=50K
29.0,Private,176760,Advanced Education,15,Never-married,Prof-specialty,Asian-Pac-Islander,Male,0,0,55,United-States,<=50K
40.0,State-gov,59460,Post-Secondary Education,10,Divorced,Adm-clerical,White,Female,0,0,38,United-States,<=50K
18.0,Private,234428,Basic Education,7,Never-married,Other-service,White,Male,0,0,20,United-States,<=50K
31.0,Private,215047,Advanced Education,13,Never-married,Adm-clerical,White,Male,0,0,50,United-States,<=50K
57.0,Private,140426,Advanced Education,16,Married-civ-spouse,Tech-support,White,Male,0,1977,40,Germany,>50K
32.0,Private,191777,Advanced Education,14,Never-married,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
48.0,Private,148995,Advanced Education,14,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,>50K
24.0,Private,229773,Post-Secondary Education,10,Married-civ-spouse,Craft-repair,White,Male,0,0,35,United-States,<=50K
24.0,Private,174461,Post-Secondary Education,12,Divorced,Other-service,White,Female,0,0,22,United-States,<=50K
24.0,Private,250647,Post-Secondary Education,11,Married-civ-spouse,Craft-repair,White,Male,0,0,40,Guatemala,<=50K
49.0,Local-gov,119904,Advanced Education,13,Married-civ-spouse,Prof-specialty,White,Female,7688,0,30,United-States,>50K
27.0,Self-emp-not-inc,151402,High School,9,Married-civ-spouse,Farming-fishing,White,Male,0,1573,70,United-States,<=50K
37.0,Private,184556,Post-Secondary Education,10,Divorced,Tech-support,White,Female,0,0,40,United-States,<=50K
33.0,Private,263561,Post-Secondary Education,10,Married-civ-spouse,Craft-repair,White,Male,0,0,60,United-States,>50K
19.0,Private,177945,Post-Secondary Education,10,Never-married,Sales,White,Male,0,0,25,United-States,<=50K
45.0,Private,306889,Advanced Education,13,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,United-States,>50K
54.0,Local-gov,54377,Advanced Education,14,Divorced,Prof-specialty,White,Female,0,0,40,United-States,<=50K
